"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,-1.4942e-12,0,1e+05,-2.2705e-15,300,695.43,-1.2868e-12,0,1,0.3625,0.3625,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-3.8683e-12,0,1e+05,-5.8403e-15,300,695.43,-3.3312e-12,0,1,0.365,0.365,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-6.2423e-12,0,1e+05,-9.41e-15,300,695.43,-5.3757e-12,0,1,0.3675,0.3675,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-8.6164e-12,0,1e+05,-1.298e-14,300,695.43,-7.4202e-12,0,1,0.37,0.37,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.099e-11,0,1e+05,-1.655e-14,300,695.43,-9.4647e-12,0,1,0.3725,0.3725,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.3364e-11,0,1e+05,-2.0119e-14,300,695.43,-1.1509e-11,0,1,0.375,0.375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.5739e-11,0,1e+05,-2.3689e-14,300,695.43,-1.3554e-11,0,1,0.3775,0.3775,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.8113e-11,0,1e+05,-2.7259e-14,300,695.43,-1.5598e-11,0,1,0.38,0.38,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.2334e-11,0,1e+05,-1.8648e-14,300,695.43,-1.0622e-11,0,1,0.3825,0.3825,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-6.5555e-12,0,1e+05,-1.0037e-14,300,695.43,-5.6455e-12,0,1,0.385,0.385,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-7.7701e-13,0,1e+05,-1.426e-15,300,695.43,-6.6914e-13,0,1,0.3875,0.3875,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.0015e-12,0,1e+05,7.185e-15,300,695.43,4.3072e-12,0,1,0.39,0.39,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.078e-11,0,1e+05,1.5796e-14,300,695.43,9.2836e-12,0,1,0.3925,0.3925,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.6559e-11,0,1e+05,2.4407e-14,300,695.43,1.426e-11,0,1,0.395,0.395,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.2337e-11,0,1e+05,3.3018e-14,300,695.43,1.9236e-11,0,1,0.3975,0.3975,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.8116e-11,0,1e+05,4.1629e-14,300,695.43,2.4213e-11,0,1,0.4,0.4,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.8691e-11,0,1e+05,4.2457e-14,300,695.43,2.4708e-11,0,1,0.4025,0.4025,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.9266e-11,0,1e+05,4.3285e-14,300,695.43,2.5203e-11,0,1,0.405,0.405,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.9841e-11,0,1e+05,4.4114e-14,300,695.43,2.5698e-11,0,1,0.4075,0.4075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.0415e-11,0,1e+05,4.4942e-14,300,695.43,2.6193e-11,0,1,0.41,0.41,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.099e-11,0,1e+05,4.577e-14,300,695.43,2.6688e-11,0,1,0.4125,0.4125,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.1565e-11,0,1e+05,4.6599e-14,300,695.43,2.7183e-11,0,1,0.415,0.415,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.214e-11,0,1e+05,4.7427e-14,300,695.43,2.7678e-11,0,1,0.4175,0.4175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.2715e-11,0,1e+05,4.8255e-14,300,695.43,2.8173e-11,0,1,0.42,0.42,0.5,0
