"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,-1.466e-13,0,1e+05,-3.638e-16,300,695.43,-1.2625e-13,0,1,0.26,0.26,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.0688e-13,0,1e+05,-2.5336e-16,300,695.43,-9.2042e-14,0,1,0.2625,0.2625,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-6.7162e-14,0,1e+05,-1.4292e-16,300,695.43,-5.7838e-14,0,1,0.265,0.265,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-2.7443e-14,0,1e+05,-3.2481e-17,300,695.43,-2.3633e-14,0,1,0.2675,0.2675,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.2275e-14,0,1e+05,7.7957e-17,300,695.43,1.0571e-14,0,1,0.27,0.27,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.1993e-14,0,1e+05,1.884e-16,300,695.43,4.4775e-14,0,1,0.2725,0.2725,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.171e-14,0,1e+05,2.9883e-16,300,695.43,7.8979e-14,0,1,0.275,0.275,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.3143e-13,0,1e+05,4.0927e-16,300,695.43,1.1318e-13,0,1,0.2775,0.2775,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7115e-13,0,1e+05,5.1971e-16,300,695.43,1.4739e-13,0,1,0.28,0.28,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.8108e-13,0,1e+05,5.0997e-16,300,695.43,1.5594e-13,0,1,0.2825,0.2825,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.9101e-13,0,1e+05,5.0022e-16,300,695.43,1.6449e-13,0,1,0.285,0.285,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.0094e-13,0,1e+05,4.9048e-16,300,695.43,1.7305e-13,0,1,0.2875,0.2875,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.1087e-13,0,1e+05,4.8073e-16,300,695.43,1.816e-13,0,1,0.29,0.29,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.2081e-13,0,1e+05,4.7099e-16,300,695.43,1.9015e-13,0,1,0.2925,0.2925,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.3074e-13,0,1e+05,4.6124e-16,300,695.43,1.9871e-13,0,1,0.295,0.295,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.4067e-13,0,1e+05,4.515e-16,300,695.43,2.0726e-13,0,1,0.2975,0.2975,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.506e-13,0,1e+05,4.4175e-16,300,695.43,2.1581e-13,0,1,0.3,0.3,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-3.1565e-14,0,1e+05,3.573e-17,300,695.43,-2.7183e-14,0,1,0.3025,0.3025,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-3.1373e-13,0,1e+05,-3.7029e-16,300,695.43,-2.7018e-13,0,1,0.305,0.305,0.5,0
