"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,1.6013e-11,0,1e+05,6.0689e-14,300,695.43,1.379e-11,0,1,0.1525,0.1525,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7637e-11,0,1e+05,6.6731e-14,300,695.43,1.5188e-11,0,1,0.155,0.155,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.926e-11,0,1e+05,7.2773e-14,300,695.43,1.6586e-11,0,1,0.1575,0.1575,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.0883e-11,0,1e+05,7.8814e-14,300,695.43,1.7984e-11,0,1,0.16,0.16,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.5101e-11,0,1e+05,9.4159e-14,300,695.43,2.1616e-11,0,1,0.1625,0.1625,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.9318e-11,0,1e+05,1.095e-13,300,695.43,2.5248e-11,0,1,0.165,0.165,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.3536e-11,0,1e+05,1.2485e-13,300,695.43,2.888e-11,0,1,0.1675,0.1675,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.7754e-11,0,1e+05,1.4019e-13,300,695.43,3.2513e-11,0,1,0.17,0.17,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.1971e-11,0,1e+05,1.5554e-13,300,695.43,3.6145e-11,0,1,0.1725,0.1725,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.6189e-11,0,1e+05,1.7088e-13,300,695.43,3.9777e-11,0,1,0.175,0.175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.0407e-11,0,1e+05,1.8623e-13,300,695.43,4.3409e-11,0,1,0.1775,0.1775,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.4624e-11,0,1e+05,2.0157e-13,300,695.43,4.7041e-11,0,1,0.18,0.18,0.5,0
1.1612,5.3079e+05,2.0028,807.54,6.5506e-11,0,1e+05,2.4025e-13,300,695.43,5.6412e-11,0,1,0.1825,0.1825,0.5,0
1.1612,5.3079e+05,2.0028,807.54,7.6388e-11,0,1e+05,2.7892e-13,300,695.43,6.5784e-11,0,1,0.185,0.185,0.5,0
1.1612,5.3079e+05,2.0028,807.54,8.7271e-11,0,1e+05,3.176e-13,300,695.43,7.5155e-11,0,1,0.1875,0.1875,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.8153e-11,0,1e+05,3.5627e-13,300,695.43,8.4526e-11,0,1,0.19,0.19,0.5,0
